Team,G,Date,Opp,W/L,Pts Scored,Pts Allowed,ORtg,DRtg,Pace,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA,eFG%-opp,TOV%-opp,DRB%,FT/FGA-opp
NOP,17,2018-11-19,SAS,W,140,126,138.60,124.80,101.00,0.14,0.26,0.65,48.80,57.60,9.90,7.10,0.63,8.50,35.00,0.12,0.54,12.30,60.90,0.26
NOP,18,2018-11-21,PHI,L,120,121,111.60,112.50,107.50,0.34,0.31,0.53,53.50,57.10,7.40,11.60,0.48,11.80,35.70,0.26,0.50,12.80,75.60,0.23
NOP,19,2018-11-23,NYK,L,109,114,109.80,114.80,99.30,0.29,0.28,0.48,54.50,65.00,5.00,8.60,0.43,11.00,37.00,0.22,0.52,7.20,74.50,0.22
NOP,20,2018-11-24,WAS,L,114,124,106.00,115.30,107.50,0.23,0.34,0.57,48.90,53.50,9.30,4.90,0.54,13.90,14.90,0.19,0.62,12.30,87.80,0.13
NOP,21,2018-11-26,BOS,L,107,124,108.60,125.80,98.50,0.38,0.42,0.60,48.80,61.80,8.10,8.60,0.52,19.70,24.30,0.35,0.59,11.40,68.90,0.09
NOP,22,2018-11-28,WAS,W,125,104,118.40,98.50,105.60,0.29,0.38,0.58,62.70,52.20,9.50,8.90,0.54,15.70,39.50,0.23,0.50,13.60,79.70,0.10
NOP,23,2018-11-30,MIA,L,101,106,104.00,109.10,97.10,0.35,0.34,0.53,50.00,71.40,4.10,13.30,0.46,14.40,25.00,0.30,0.49,8.80,72.90,0.16
NOP,24,2018-12-02,CHO,W,119,109,116.90,107.00,101.80,0.28,0.37,0.62,54.90,68.20,5.90,9.10,0.58,15.00,23.10,0.23,0.48,9.60,78.80,0.23
NOP,25,2018-12-03,LAC,L,126,129,128.60,131.70,97.90,0.24,0.37,0.62,47.30,65.30,10.20,7.90,0.60,6.40,23.80,0.16,0.64,11.10,78.10,0.28
NOP,26,2018-12-05,DAL,W,132,106,125.10,100.50,105.50,0.22,0.32,0.66,50.50,70.60,11.40,13.30,0.65,9.80,12.80,0.14,0.51,15.20,78.80,0.15
NOP,27,2018-12-07,MEM,L,103,107,106.30,110.40,96.90,0.29,0.34,0.55,50.00,65.80,5.20,7.80,0.49,16.00,23.80,0.24,0.52,10.30,76.20,0.25
NOP,28,2018-12-09,DET,W,116,108,117.40,109.30,98.80,0.29,0.38,0.65,50.00,64.30,5.10,11.60,0.61,16.80,21.10,0.25,0.48,8.40,69.60,0.13
NOP,29,2018-12-10,BOS,L,100,113,101.80,115.10,98.20,0.22,0.30,0.52,43.30,71.80,11.20,2.00,0.49,12.00,14.00,0.16,0.56,11.70,70.20,0.14
NOP,30,2018-12-12,OKC,W,118,114,111.00,107.20,106.30,0.31,0.19,0.54,58.90,64.40,13.20,6.80,0.48,13.40,36.20,0.25,0.56,15.40,81.30,0.20
NOP,31,2018-12-16,MIA,L,96,102,105.20,111.80,91.20,0.20,0.42,0.51,40.00,74.30,13.20,8.90,0.48,9.70,23.90,0.15,0.47,15.10,55.10,0.18
NOP,32,2018-12-19,MIL,L,115,123,111.30,119.10,103.30,0.16,0.46,0.58,46.10,65.10,5.80,13.50,0.57,13.20,15.20,0.11,0.58,12.50,79.10,0.28
NOP,33,2018-12-21,LAL,L,104,112,99.30,107.00,104.70,0.16,0.27,0.48,52.50,61.40,7.60,10.00,0.47,9.90,25.90,0.08,0.51,10.40,83.00,0.20
NOP,34,2018-12-23,SAC,L,117,122,109.50,114.20,106.90,0.30,0.28,0.55,53.70,59.10,5.60,13.00,0.50,10.10,24.00,0.24,0.49,7.30,79.30,0.24
NOP,35,2018-12-26,DAL,L,119,122,117.10,120.10,101.60,0.33,0.30,0.58,45.90,59.50,3.90,4.30,0.53,8.80,15.60,0.26,0.56,10.90,80.00,0.40
NOP,36,2018-12-28,DAL,W,114,112,120.20,118.00,94.90,0.28,0.24,0.53,55.70,50.00,7.40,8.70,0.48,9.30,41.70,0.23,0.57,14.70,72.50,0.29
NOP,37,2018-12-29,HOU,L,104,108,105.60,109.60,98.50,0.18,0.30,0.52,53.60,61.00,7.10,14.30,0.49,12.30,20.50,0.14,0.53,11.40,82.20,0.27
NOP,38,2018-12-31,MIN,W,123,114,127.90,118.50,96.20,0.24,0.29,0.64,53.00,62.20,3.10,3.10,0.60,13.50,28.90,0.22,0.51,6.40,73.30,0.20
NOP,39,2019-01-02,BRK,L,121,126,123.00,128.10,98.40,0.31,0.26,0.61,48.80,41.30,7.10,8.10,0.59,10.80,24.40,0.22,0.59,8.90,72.10,0.17
NOP,40,2019-01-05,CLE,W,133,98,136.10,100.30,97.70,0.36,0.33,0.71,56.40,61.70,13.30,12.70,0.67,13.00,29.40,0.31,0.48,15.10,77.30,0.16
NOP,41,2019-01-07,MEM,W,114,95,116.50,97.10,97.90,0.37,0.21,0.62,52.60,61.40,13.30,8.30,0.59,13.20,14.30,0.25,0.51,17.30,85.40,0.19
CLE,1,2018-10-17,TOR,L,104,116,103.70,115.60,100.30,0.46,0.22,0.51,53.30,50.00,4.00,0.00,0.44,13.50,28.60,0.34,0.56,8.20,81.40,0.13
CLE,2,2018-10-19,MIN,L,123,131,119.00,126.70,103.40,0.31,0.25,0.58,51.80,57.80,4.80,3.20,0.53,11.70,29.50,0.27,0.56,11.30,76.90,0.38
CLE,3,2018-10-21,ATL,L,111,133,104.70,125.50,106.00,0.14,0.27,0.53,52.70,50.00,4.70,3.90,0.52,14.60,30.00,0.09,0.60,10.10,79.10,0.15
CLE,4,2018-10-24,BRK,L,86,102,90.50,107.40,95.00,0.18,0.20,0.45,54.60,52.90,5.30,3.80,0.40,13.50,30.80,0.17,0.52,13.00,82.20,0.14
CLE,5,2018-10-25,DET,L,103,110,108.00,115.30,95.40,0.17,0.27,0.54,38.50,43.90,11.50,2.00,0.51,8.60,16.70,0.15,0.60,18.10,63.90,0.22
CLE,6,2018-10-27,IND,L,107,119,116.80,129.90,91.60,0.26,0.29,0.56,61.90,52.50,9.80,3.30,0.51,13.60,44.40,0.23,0.68,14.90,85.20,0.24
CLE,7,2018-10-30,ATL,W,136,114,128.60,107.80,105.70,0.48,0.28,0.62,55.20,51.10,12.30,2.10,0.57,10.70,28.30,0.37,0.63,19.70,85.40,0.13
CLE,8,2018-11-01,DEN,L,91,110,104.10,125.80,87.40,0.23,0.22,0.50,44.30,52.90,12.60,6.80,0.44,12.50,30.20,0.22,0.54,11.30,61.10,0.21
CLE,9,2018-11-03,CHO,L,94,126,97.30,130.40,96.60,0.18,0.32,0.54,34.20,62.90,10.30,3.30,0.49,12.90,7.30,0.17,0.63,13.40,65.70,0.13
CLE,10,2018-11-05,ORL,L,100,102,105.10,107.20,95.20,0.15,0.29,0.59,51.20,48.80,8.40,3.80,0.57,17.40,21.10,0.10,0.51,13.80,77.30,0.15
CLE,11,2018-11-07,OKC,L,86,95,87.30,96.50,98.50,0.15,0.35,0.45,53.70,51.50,3.00,7.00,0.42,16.70,24.50,0.12,0.46,11.20,84.80,0.21
CLE,12,2018-11-10,CHI,L,98,99,103.80,104.80,94.40,0.20,0.23,0.49,58.20,38.50,5.30,9.40,0.47,10.80,31.30,0.13,0.52,10.80,88.40,0.17
CLE,13,2018-11-13,CHO,W,113,89,118.10,93.00,95.70,0.14,0.28,0.63,61.90,51.10,5.20,5.60,0.61,17.40,35.90,0.12,0.39,8.00,79.30,0.16
CLE,14,2018-11-14,WAS,L,95,119,90.80,113.70,104.60,0.40,0.27,0.52,48.80,62.90,11.50,11.50,0.48,20.20,22.00,0.27,0.55,14.80,73.30,0.20
CLE,15,2018-11-19,DET,L,102,113,113.40,125.70,89.90,0.43,0.27,0.54,41.90,45.70,8.90,5.90,0.49,8.70,22.90,0.30,0.53,9.30,65.80,0.20
CLE,16,2018-11-21,LAL,L,105,109,110.20,114.40,95.30,0.15,0.33,0.48,47.40,46.20,3.10,3.80,0.45,2.70,25.40,0.14,0.57,14.20,81.60,0.26
CLE,17,2018-11-23,PHI,W,121,112,132.90,123.00,91.00,0.17,0.24,0.60,57.50,32.70,7.70,2.40,0.59,7.40,34.10,0.13,0.61,10.40,87.50,0.27
CLE,18,2018-11-24,HOU,W,117,108,126.90,117.20,92.20,0.32,0.24,0.57,61.30,34.10,11.90,5.70,0.53,11.20,46.50,0.24,0.60,15.60,78.40,0.26
CLE,19,2018-11-26,MIN,L,95,102,101.60,109.10,93.50,0.16,0.36,0.52,50.60,66.70,4.30,5.00,0.48,14.80,22.50,0.15,0.51,7.80,79.50,0.16
CLE,20,2018-11-28,OKC,L,83,100,86.20,103.80,96.30,0.10,0.26,0.45,46.20,57.10,4.20,1.70,0.44,11.40,14.30,0.04,0.51,12.30,81.80,0.14
CLE,21,2018-11-30,BOS,L,95,128,101.10,136.20,94.00,0.46,0.29,0.51,43.40,60.00,5.30,1.60,0.43,12.30,20.50,0.36,0.62,9.20,69.20,0.14
CLE,22,2018-12-01,TOR,L,95,106,100.70,112.30,94.40,0.28,0.25,0.48,51.20,41.20,6.40,0.00,0.41,10.00,23.40,0.25,0.53,9.90,84.60,0.26
CLE,23,2018-12-03,BRK,W,99,97,108.40,106.20,91.30,0.23,0.17,0.51,52.40,39.50,5.50,6.80,0.46,8.50,29.80,0.22,0.44,6.20,70.70,0.09
CLE,24,2018-12-05,GSW,L,105,129,112.00,137.60,93.80,0.26,0.36,0.53,47.10,43.60,7.50,3.90,0.50,9.20,24.50,0.18,0.64,7.70,76.30,0.25
CLE,25,2018-12-07,SAC,L,110,129,113.60,133.20,96.80,0.23,0.32,0.61,50.00,46.50,4.10,0.00,0.59,15.20,21.90,0.17,0.64,8.20,73.70,0.04
CLE,26,2018-12-08,WAS,W,116,101,131.30,114.30,88.30,0.11,0.35,0.62,59.80,55.30,5.70,10.40,0.61,7.00,32.40,0.08,0.52,7.90,82.20,0.13
CLE,27,2018-12-10,MIL,L,92,108,91.10,106.90,101.00,0.16,0.31,0.45,44.20,66.70,4.90,3.30,0.43,8.10,14.80,0.10,0.52,12.20,76.00,0.09
CLE,28,2018-12-12,NYK,W,113,106,113.60,106.50,99.50,0.23,0.37,0.56,54.30,44.20,7.00,6.00,0.53,10.70,26.10,0.19,0.49,10.70,81.30,0.14
CLE,29,2018-12-14,MIL,L,102,114,104.70,117.00,97.40,0.24,0.41,0.53,48.50,68.60,7.20,3.80,0.48,13.50,25.00,0.22,0.49,7.80,72.50,0.23
CLE,30,2018-12-16,PHI,L,105,128,107.40,131.00,97.70,0.19,0.34,0.55,40.70,68.30,8.20,0.00,0.53,11.20,14.30,0.12,0.62,9.10,69.20,0.17
CLE,31,2018-12-18,IND,W,92,91,98.80,97.80,93.10,0.14,0.34,0.48,49.50,50.00,7.50,7.00,0.45,8.50,24.00,0.11,0.42,8.10,73.60,0.14
CLE,32,2018-12-19,CHO,L,99,110,106.60,118.50,92.80,0.14,0.27,0.55,40.70,58.50,8.60,9.00,0.54,7.20,9.50,0.08,0.56,11.10,70.50,0.07
CLE,33,2018-12-21,TOR,L,110,126,117.00,134.00,94.10,0.37,0.29,0.58,47.60,51.30,5.30,8.30,0.53,10.40,26.20,0.28,0.58,7.20,69.00,0.23
CLE,34,2018-12-23,CHI,L,92,112,102.30,124.50,90.00,0.17,0.27,0.51,41.90,28.90,5.60,3.60,0.49,10.90,16.30,0.11,0.62,11.40,77.40,0.19
CLE,35,2018-12-26,MEM,L,87,95,96.10,104.90,90.50,0.16,0.31,0.44,60.90,57.60,9.90,2.00,0.40,13.80,38.00,0.13,0.54,12.70,91.90,0.25
CLE,36,2018-12-28,MIA,L,94,118,100.80,126.50,93.30,0.27,0.46,0.52,48.30,67.70,6.40,3.30,0.46,13.40,20.50,0.23,0.58,6.70,76.70,0.13
CLE,37,2018-12-29,ATL,L,108,111,108.30,111.30,99.80,0.34,0.27,0.55,45.40,67.50,9.00,3.30,0.50,10.90,21.70,0.27,0.49,10.70,66.70,0.15
CLE,38,2019-01-02,MIA,L,92,117,103.50,131.60,88.90,0.17,0.41,0.57,31.90,67.60,9.00,5.50,0.54,12.90,5.60,0.15,0.60,12.20,60.60,0.15
CLE,39,2019-01-04,UTA,L,91,117,97.40,125.20,93.40,0.21,0.26,0.51,45.30,43.80,6.40,2.10,0.46,12.70,15.20,0.20,0.60,10.70,80.00,0.23
CLE,40,2019-01-05,NOP,L,98,133,100.30,136.10,97.70,0.20,0.38,0.51,43.60,61.10,12.30,5.60,0.48,15.10,22.70,0.16,0.67,13.00,70.60,0.31
CLE,41,2019-01-08,IND,L,115,123,121.80,130.30,94.40,0.30,0.38,0.67,52.20,58.50,4.20,4.60,0.62,15.70,23.50,0.26,0.59,5.70,81.80,0.17
DAL,1,2018-10-17,PHO,L,100,121,108.00,130.60,92.60,0.23,0.38,0.52,46.30,73.70,7.60,10.60,0.49,8.50,20.80,0.16,0.66,11.10,82.40,0.17
DAL,2,2018-10-20,MIN,W,140,136,128.40,124.70,109.00,0.35,0.51,0.62,56.00,59.20,7.30,14.00,0.59,12.40,35.70,0.26,0.61,14.30,81.80,0.41
DAL,3,2018-10-22,CHI,W,115,109,116.70,110.60,98.50,0.23,0.51,0.56,54.70,62.50,8.10,3.50,0.51,12.80,32.50,0.21,0.59,17.60,80.00,0.17
DAL,4,2018-10-24,ATL,L,104,111,96.20,102.70,108.10,0.29,0.44,0.51,49.10,65.80,6.50,17.00,0.48,14.20,17.00,0.18,0.49,12.50,81.10,0.24
DAL,5,2018-10-26,TOR,L,107,116,106.20,115.20,100.70,0.26,0.33,0.52,46.80,57.90,6.00,9.40,0.48,12.00,20.80,0.21,0.54,10.70,73.90,0.19
DAL,6,2018-10-28,UTA,L,104,113,105.10,114.20,99.00,0.28,0.31,0.51,50.00,63.20,6.10,5.50,0.47,11.30,25.50,0.21,0.59,16.70,79.50,0.24
DAL,7,2018-10-29,SAS,L,108,113,97.70,102.20,100.10,0.19,0.37,0.55,54.40,34.90,8.10,4.20,0.53,18.30,18.20,0.13,0.51,14.50,89.10,0.22
DAL,8,2018-10-31,LAL,L,113,114,107.80,108.70,104.90,0.22,0.34,0.60,50.60,55.80,4.80,7.50,0.58,19.60,24.40,0.16,0.57,17.50,78.90,0.21
DAL,9,2018-11-02,NYK,L,106,118,110.00,122.40,96.40,0.30,0.36,0.58,50.00,55.00,6.20,1.80,0.56,16.40,26.80,0.18,0.59,11.20,74.40,0.23
DAL,10,2018-11-06,WAS,W,119,100,121.20,101.80,98.20,0.33,0.41,0.63,61.00,64.10,4.10,11.50,0.57,15.30,27.00,0.32,0.49,9.50,88.90,0.17
DAL,11,2018-11-07,UTA,L,102,117,101.90,116.90,100.10,0.55,0.33,0.56,58.30,48.30,3.00,7.70,0.45,20.90,30.80,0.49,0.56,9.90,82.20,0.20
DAL,12,2018-11-10,OKC,W,111,96,118.10,102.20,94.00,0.22,0.38,0.66,41.80,72.10,9.60,7.90,0.65,15.90,12.90,0.14,0.44,13.20,56.70,0.11
DAL,13,2018-11-12,CHI,W,103,98,99.00,94.20,104.00,0.37,0.42,0.56,52.10,48.60,10.60,12.50,0.53,17.20,15.90,0.24,0.44,14.70,84.00,0.23
DAL,14,2018-11-14,UTA,W,118,68,118.90,68.50,99.20,0.31,0.36,0.67,60.70,53.30,12.10,13.00,0.66,17.80,21.90,0.21,0.35,19.00,84.60,0.15
DAL,15,2018-11-17,GSW,W,112,109,112.10,109.10,99.90,0.40,0.40,0.56,49.50,45.00,6.00,8.20,0.52,9.00,18.60,0.26,0.49,10.60,76.00,0.17
DAL,16,2018-11-19,MEM,L,88,98,92.50,103.00,95.10,0.24,0.36,0.45,48.90,56.70,8.40,8.20,0.40,8.50,14.90,0.20,0.54,15.00,87.80,0.15
DAL,17,2018-11-21,BRK,W,119,113,120.90,114.80,98.50,0.53,0.35,0.62,51.70,55.30,10.20,5.80,0.56,11.90,23.50,0.41,0.52,11.90,69.80,0.16
DAL,18,2018-11-24,BOS,W,113,104,116.00,106.70,97.40,0.24,0.47,0.59,50.60,64.30,12.30,5.20,0.57,14.30,28.30,0.15,0.54,15.60,76.90,0.14
DAL,19,2018-11-28,HOU,W,128,108,134.60,113.60,95.10,0.28,0.40,0.67,49.30,58.70,10.50,16.70,0.64,12.80,30.30,0.22,0.53,14.10,64.30,0.17
DAL,20,2018-11-30,LAL,L,103,114,97.40,107.80,105.80,0.40,0.45,0.51,49.50,58.80,8.50,7.10,0.45,13.70,19.10,0.29,0.54,14.50,80.40,0.24
DAL,21,2018-12-02,LAC,W,114,110,109.20,105.40,104.40,0.27,0.24,0.54,59.30,47.60,5.70,7.00,0.48,13.10,32.10,0.23,0.49,8.70,85.50,0.18
DAL,22,2018-12-04,POR,W,111,102,111.60,102.50,99.50,0.40,0.34,0.54,51.00,65.80,11.10,6.70,0.49,11.20,28.80,0.27,0.49,16.10,76.10,0.23
DAL,23,2018-12-05,NOP,L,106,132,100.50,125.10,105.50,0.23,0.51,0.53,49.50,66.70,6.60,6.30,0.51,15.20,21.20,0.15,0.65,9.80,87.20,0.14
DAL,24,2018-12-08,HOU,W,107,104,119.40,116.00,89.60,0.19,0.36,0.59,55.00,51.20,10.00,7.70,0.57,14.30,35.00,0.16,0.54,11.60,75.00,0.13
DAL,25,2018-12-10,ORL,W,101,76,105.70,79.50,95.60,0.30,0.43,0.54,55.30,80.00,7.30,6.60,0.49,11.40,20.50,0.26,0.40,14.10,86.00,0.04
DAL,26,2018-12-12,ATL,W,114,107,112.50,105.60,101.30,0.57,0.45,0.61,45.00,62.90,12.80,8.30,0.55,13.00,12.50,0.43,0.52,17.50,66.70,0.11
DAL,27,2018-12-13,PHO,L,89,99,90.90,101.10,97.90,0.42,0.42,0.48,57.00,45.20,7.20,6.20,0.43,19.90,33.30,0.28,0.46,11.50,76.50,0.16
DAL,28,2018-12-16,SAC,L,113,120,109.40,116.20,103.30,0.32,0.36,0.52,53.00,55.00,5.80,7.50,0.46,11.30,30.80,0.25,0.52,7.70,77.10,0.19
DAL,29,2018-12-18,DEN,L,118,126,119.30,127.40,98.90,0.35,0.43,0.59,41.30,65.00,8.10,1.60,0.55,7.50,14.60,0.27,0.62,13.30,69.20,0.16
DAL,30,2018-12-20,LAC,L,121,125,124.50,128.60,97.20,0.36,0.30,0.57,52.90,55.80,8.20,0.00,0.52,9.40,35.60,0.27,0.60,11.00,72.50,0.30
DAL,31,2018-12-22,GSW,L,116,120,113.30,117.20,102.40,0.30,0.42,0.56,46.00,66.70,8.80,5.50,0.53,11.10,22.00,0.20,0.54,11.00,70.00,0.15
DAL,32,2018-12-23,POR,L,118,121,104.90,107.60,101.80,0.27,0.33,0.51,48.00,51.20,0.90,3.00,0.48,7.20,14.80,0.19,0.52,7.50,85.40,0.12
DAL,33,2018-12-26,NOP,W,122,119,120.10,117.10,101.60,0.47,0.43,0.62,54.10,59.00,3.00,20.60,0.56,10.90,20.00,0.40,0.53,8.80,84.40,0.26
DAL,34,2018-12-28,NOP,L,112,114,118.00,120.20,94.90,0.42,0.41,0.60,44.30,51.40,7.40,8.20,0.57,14.70,27.50,0.29,0.48,9.30,58.30,0.23
DAL,35,2018-12-30,OKC,W,105,103,101.70,99.80,103.20,0.27,0.48,0.58,55.70,56.80,7.80,5.50,0.54,20.20,22.00,0.21,0.48,9.70,85.10,0.15
DAL,36,2018-12-31,OKC,L,102,122,91.60,109.60,111.30,0.46,0.51,0.57,51.60,67.70,6.30,3.80,0.51,22.60,12.50,0.35,0.48,7.80,80.00,0.23
DAL,37,2019-01-02,CHO,W,122,84,124.20,85.50,98.20,0.19,0.47,0.59,55.30,70.50,9.20,6.90,0.56,8.90,26.10,0.17,0.39,12.50,78.90,0.16
DAL,38,2019-01-04,BOS,L,93,114,96.00,117.70,96.90,0.22,0.50,0.48,48.00,47.10,9.30,3.90,0.45,12.70,22.00,0.16,0.55,10.60,73.10,0.09
DAL,39,2019-01-05,PHI,L,100,106,99.50,105.50,100.50,0.26,0.35,0.51,49.50,71.10,4.00,5.20,0.48,13.30,18.00,0.17,0.50,9.20,81.60,0.26
DAL,40,2019-01-07,LAL,L,97,107,95.70,105.60,101.40,0.28,0.35,0.50,54.20,33.30,9.90,10.80,0.47,15.70,29.80,0.20,0.48,10.90,77.60,0.18
SAS,1,2018-10-17,MIN,W,112,108,116.80,112.70,95.80,0.31,0.27,0.53,53.10,55.00,3.10,5.60,0.49,10.20,37.30,0.23,0.46,9.70,70.20,0.26
SAS,2,2018-10-20,POR,L,108,121,115.20,129.10,93.80,0.14,0.30,0.51,46.50,69.00,5.30,7.70,0.48,5.30,28.30,0.11,0.62,11.50,75.80,0.19
SAS,3,2018-10-22,LAL,W,143,142,125.00,124.10,103.60,0.39,0.29,0.63,47.50,64.00,7.90,4.40,0.59,7.30,20.40,0.29,0.58,11.20,74.00,0.17
SAS,4,2018-10-24,IND,L,96,116,103.30,124.90,92.90,0.24,0.22,0.50,53.50,45.70,3.20,5.50,0.44,11.90,30.00,0.23,0.63,9.90,86.10,0.08
SAS,5,2018-10-27,LAL,W,110,106,108.20,104.30,101.60,0.26,0.18,0.54,53.80,45.50,6.90,9.40,0.50,11.30,25.50,0.21,0.55,15.30,84.10,0.13
SAS,6,2018-10-29,DAL,W,113,108,102.20,97.70,100.10,0.23,0.22,0.56,45.60,64.30,15.40,3.50,0.51,14.50,10.90,0.22,0.53,18.30,81.80,0.13
SAS,7,2018-10-31,PHO,W,120,90,117.60,88.20,102.00,0.31,0.22,0.64,57.30,52.20,6.90,9.10,0.58,12.90,17.60,0.29,0.42,13.30,85.40,0.16
SAS,8,2018-11-03,NOP,W,109,95,108.80,94.80,100.20,0.15,0.24,0.53,47.30,64.40,8.00,7.10,0.51,8.10,16.00,0.12,0.51,15.10,85.40,0.22
SAS,9,2018-11-04,ORL,L,110,117,115.50,122.90,95.20,0.28,0.40,0.56,50.00,65.80,3.20,8.50,0.50,10.00,23.80,0.25,0.57,7.50,75.00,0.14
SAS,10,2018-11-07,MIA,L,88,95,90.70,97.90,97.10,0.15,0.34,0.44,45.00,61.30,8.20,8.20,0.40,10.70,20.70,0.14,0.44,11.40,72.50,0.14
SAS,11,2018-11-10,HOU,W,96,89,105.00,97.30,91.40,0.36,0.27,0.56,48.40,51.50,3.30,10.20,0.51,14.90,19.00,0.27,0.38,7.20,71.70,0.22
SAS,12,2018-11-12,SAC,L,99,104,102.40,107.60,96.70,0.18,0.36,0.53,48.90,65.80,5.20,6.50,0.49,13.80,19.10,0.15,0.56,11.60,82.90,0.08
SAS,13,2018-11-14,PHO,L,96,116,99.20,119.80,96.80,0.29,0.28,0.51,53.10,45.70,7.20,7.50,0.46,16.10,28.30,0.23,0.65,15.50,85.70,0.08
SAS,14,2018-11-15,LAC,L,111,116,111.30,116.30,99.70,0.24,0.28,0.49,47.40,46.30,7.00,9.70,0.45,4.20,26.80,0.20,0.52,10.70,76.90,0.33
SAS,15,2018-11-18,GSW,W,104,92,109.60,96.90,94.90,0.18,0.26,0.52,51.10,58.50,3.20,8.30,0.50,9.10,23.40,0.13,0.44,10.40,78.70,0.20
SAS,16,2018-11-19,NOP,L,126,140,124.80,138.60,101.00,0.32,0.26,0.59,51.20,48.90,6.90,0.00,0.54,12.30,39.10,0.26,0.63,8.50,65.00,0.12
SAS,17,2018-11-21,MEM,L,103,104,111.60,112.70,92.30,0.37,0.27,0.54,51.80,60.00,4.30,8.90,0.47,7.80,21.70,0.32,0.53,9.10,89.20,0.22
SAS,18,2018-11-23,IND,W,111,100,111.00,100.00,100.00,0.29,0.25,0.59,50.50,66.70,3.00,5.30,0.57,13.80,20.90,0.20,0.48,10.40,77.10,0.05
SAS,19,2018-11-24,MIL,L,129,135,124.20,129.90,103.90,0.30,0.23,0.62,48.80,55.10,7.70,6.50,0.59,8.70,20.50,0.23,0.66,11.60,83.30,0.26
SAS,20,2018-11-26,CHI,W,108,107,109.00,108.00,99.10,0.10,0.32,0.56,51.70,64.40,7.10,3.50,0.54,9.30,15.60,0.09,0.54,10.40,88.60,0.10
SAS,21,2018-11-28,MIN,L,89,128,91.60,131.80,97.10,0.15,0.31,0.48,48.90,67.60,1.00,13.80,0.44,16.30,25.50,0.15,0.60,7.00,72.30,0.10
SAS,22,2018-11-30,HOU,L,105,136,108.90,141.10,96.40,0.23,0.33,0.55,45.60,61.50,4.10,9.10,0.51,12.10,20.00,0.20,0.61,4.50,71.10,0.16
SAS,23,2018-12-02,POR,W,131,118,132.90,119.70,98.60,0.27,0.18,0.71,49.30,58.00,5.10,7.00,0.67,11.50,16.10,0.24,0.59,15.40,76.30,0.19
SAS,24,2018-12-04,UTA,L,105,139,102.10,135.20,102.80,0.12,0.24,0.55,43.20,56.80,6.80,9.80,0.53,14.40,15.90,0.11,0.73,15.50,83.30,0.20
SAS,25,2018-12-05,LAL,L,113,121,109.10,116.80,103.60,0.21,0.28,0.54,53.80,41.90,7.70,4.10,0.48,8.70,23.40,0.21,0.56,10.50,86.40,0.26
SAS,26,2018-12-07,LAL,W,133,120,127.60,115.10,104.20,0.36,0.34,0.63,52.70,58.70,3.80,10.90,0.58,8.70,21.40,0.31,0.52,6.80,79.60,0.17
SAS,27,2018-12-09,UTA,W,110,97,116.00,102.30,94.80,0.14,0.16,0.58,54.80,55.30,7.40,12.50,0.56,10.40,25.60,0.12,0.49,13.00,80.00,0.17
SAS,28,2018-12-11,PHO,W,111,86,115.60,89.50,96.00,0.23,0.25,0.61,53.50,68.30,7.30,3.70,0.57,14.10,20.00,0.19,0.45,16.20,82.60,0.15
SAS,29,2018-12-13,LAC,W,125,87,130.40,90.80,95.80,0.29,0.27,0.67,52.80,52.10,10.40,13.20,0.64,10.50,21.60,0.23,0.42,15.20,75.00,0.20
SAS,30,2018-12-15,CHI,L,93,98,102.20,107.70,91.00,0.36,0.29,0.55,50.60,56.30,3.30,8.80,0.49,15.10,17.90,0.30,0.47,6.80,81.00,0.21
SAS,31,2018-12-17,PHI,W,123,96,128.40,100.20,95.80,0.20,0.26,0.65,52.30,57.10,5.20,14.80,0.61,6.00,12.10,0.18,0.46,9.00,77.40,0.05
SAS,32,2018-12-19,ORL,W,129,90,138.50,96.60,93.20,0.27,0.25,0.75,57.70,58.00,5.40,6.90,0.73,11.30,15.40,0.22,0.45,10.20,78.80,0.11
SAS,33,2018-12-21,MIN,W,124,98,126.70,100.10,97.90,0.21,0.38,0.65,56.20,78.30,7.20,4.80,0.64,14.40,26.80,0.15,0.43,11.00,81.30,0.31
SAS,34,2018-12-22,HOU,L,101,108,107.70,115.20,93.80,0.12,0.27,0.54,42.60,57.10,3.20,22.00,0.53,8.80,11.40,0.08,0.49,7.90,66.70,0.16
SAS,35,2018-12-26,DEN,W,111,103,111.20,103.20,99.80,0.24,0.36,0.56,51.50,69.00,6.00,8.00,0.52,9.10,16.30,0.19,0.49,10.70,79.60,0.17
SAS,36,2018-12-28,DEN,L,99,102,105.90,109.10,93.50,0.23,0.30,0.51,42.20,57.50,15.00,5.40,0.49,9.30,25.00,0.12,0.52,17.80,61.90,0.17
SAS,37,2018-12-29,LAC,W,122,111,114.90,104.50,106.20,0.36,0.26,0.61,55.10,61.40,9.40,6.50,0.54,13.00,19.50,0.32,0.49,14.70,85.40,0.37
SAS,38,2018-12-31,BOS,W,120,111,121.70,112.50,98.60,0.20,0.29,0.61,51.80,60.00,6.10,7.40,0.57,10.00,20.50,0.18,0.55,11.00,79.50,0.16
SAS,39,2019-01-03,TOR,W,125,107,128.40,109.90,97.40,0.23,0.32,0.67,53.00,68.10,7.20,0.00,0.63,11.30,21.10,0.21,0.48,9.10,80.00,0.26
SAS,40,2019-01-05,MEM,W,108,88,108.40,88.30,99.60,0.48,0.30,0.61,50.60,72.20,10.00,5.60,0.54,14.50,8.10,0.40,0.45,18.10,83.30,0.18
